company,job_name,salary,city,work_year,education,job_description
vivo电商招聘,数据分析经理,15k-30k,东莞,经验不限,本科及以上,"<div>
        <p>岗位职责：</p>
<p>1、监控店铺日常数据，针对运营情况及时作出预警和分析，提升店铺的转化和销售；</p>
<p>2、管理各线上平台数据库，优化日常数据采集流程，制作日常报表数据处理工具，提升工作效率；</p>
<p>3、营销活动效果监测与评估；</p>
<p>4、搜集行业情报数据，了解竞争对手动态，为运营提供数据支撑。</p>
<p>任职要求：</p>
<p>1、熟悉常用的统计方法；</p>
<p>2、熟悉主流统计分析软件；</p>
<p>3、有丰富的电商行业数据分析经验。</p>

        </div>"
东方头条运营中心招聘,数据分析师,15k-26k,北京,经验3-5年,本科及以上,"<div>
        <p>岗位职责：</p>
<p>1.负责移动端产品核心数据的监控，产品功能和活动效果分析</p>
<p>2.负责监控渠道投放效果以及渠道数据分析</p>
<p>3.跟进内部产品矩阵用户增长及用户分析</p>
<p>4.定期产出相关产品数据周/月报</p>
<p><br></p>
<p>岗位要求：</p>
<p>1.具有2年以上互联网数据运营或数据分析经验</p>
<p>2.本科及以上学历，计算机、统计学专业优先</p>
<p>3.熟练使用excel、spss等统计工具，熟悉sql或其他脚本语言</p>
<p>4.逻辑思维清晰，具有较强的沟通能力以及协作精神</p>
<p>5.主动思考，善于发现问题，具有较强的抗压能力</p>

        </div>"
美团点评技术工程及基础数据平台招聘,大数据分析平台技术专家,30k-60k,北京,经验5-10年,本科及以上,"<div>
        <p>工作职责：</p>
<p>1. 负责公司级通用大数据分析平台的整体架构的规划和设计</p>
<p>2. 技术框架的选型、核心模块的开发和技术难点攻关</p>
<p>3. 作为技术负责人，团队技术氛围和人才梯队的建设</p>
<p> </p>
<p>职位要求：</p>
<p>1.    熟悉WEB开发相关技术，至少掌握一门语言（如Java/Python/PHP等）、以及对应的常用web开发框架</p>
<p>2.    5年以上WEB开发经验，有平台架构设计的经验</p>
<p>3.    熟悉基于Linux、MySQL、K-V缓存的应用开发，具有系统性能调优的实践和方法论沉淀</p>
<p>4.    了解大数据技术生态圈，熟悉常见大数据技术（如hadoop/hive/spark等）</p>
<p>5.    具有优秀的团队意识和沟通能力，学习能力和主动性强，具有技术钻研精神，乐于接受挑战</p>
<p>6.    优先：具备项目管理能力，有领导技术团队的经验尤佳</p>
<p>7.    优先：熟悉BI领域，熟悉相关工具或平台(如Pentaho)相关架构的尤佳</p>

        </div>"
SIA国际艺术教育销售部招聘,数据分析,8k-10k,北京,经验1-3年,本科及以上,"<div>
        <p>岗位职责：</p>
<p>1.负责各地销售数据统计及具体分析管理。</p>
<p>2.负责销售后期咨询频次及质量跟进质检。</p>
<p>3.负责销售顾问多维度数据模型分析制作。</p>
<p>4.负责销售部制度的辅助制定以及最新销售计划的辅助研发。</p>
<p><br></p>
<p>任职要求：</p>
<p>1.具备极强的数据整理分析能力。</p>
<p>2.有留学行业,教育行业从业经验者优先考虑。</p>
<p>3.有销售经验者优先考虑。</p>
<p>4.有职业化的工作流程以及极强的逻辑性。</p>
<p>5.对工作目标有清晰认知且目标感强。</p>
<p>6.沟通表达能力强者优先考虑。</p>

        </div>"
有门金服数据管理室招聘,数据分析专员,5K-10K,深圳,经验不限,大专及以上,"<div>
        <p>岗位职责：</p> 
<p>1．负责业绩数据的统计与分析，包含：月度Pk排名统计，周、月、季度、年的业绩进度表；</p> 
<p>2．负责公司经营数据的统计与更新，包含：大区（区域）、各分公司逾期率，催回率统计逾期单量及逾期率统计；</p> 
<p>3．对总公司以及各分公司经营数据分析，并对公司决策提供相关数据资料。</p> 
<p>4.其他与总部的数据对接事务。</p> 
<p>任职要求：</p> 
<p>1．敏感的数学统计能力，细致的观察能力，有经营数据分析能力；</p> 
<p>2．具备一定的财务管理知识与商务合约谈判能力；</p> 
<p>3．自我认知清晰，踏实坚韧，细心、细致。</p>
        </div>"
天学网技术部招聘,大数据分析师,20k-40k,北京,经验3-5年,本科及以上,"<div>
        <p>岗位职责：</p>
<p>1、负责大数据分析使用的数据的搜集和整理；</p>
<p>2、对数据进行格式转换，生成需要的数据格式；</p>
<p>3、参与对数据的清洗和分析工作。</p>
<p>任职要求：</p>
<p>1、掌握java语言，要求熟悉shell、scala、Python中的一种以上语言；</p>
<p>2、熟悉Linux常用的命令，有Linux系统下开发的经验；</p>
<p>3、能够安装和使用常用的关系和非关系数据库，例如：MySQL、Oracle、MongoDB、Cassandra、Redis等两项以上；</p>
<p>4、有数据搜集和分析的经验优先；</p>
<p>5、熟悉和使用过如下技术的优先：spark，Hadoop、Hive、Hbase、Map/Reduce，elasticsearch，kafka（或其他消息队列开源软件）；</p>
<p>6、有如下数据挖掘算法经验的优先：决策树、朴素贝叶斯、SVM、推荐引擎、分类、聚类；</p>
<p>7、精通或熟悉设计模式、统一建模语言（UML）、数据结构的优先；</p>
<p>8、有自然语言处理、中文分词经验的优先。</p>

        </div>"
京东集团内控合规部招聘,数据分析师,10k-20k,北京,经验3-5年,本科及以上,"<div>
        <p>岗位职责：</p>
<p>1、针对账户体系、电商场景和欺诈案件等电商相关黑产进行风险计量，通过数据挖掘等手段，建立针对性的欺诈风险管理策略、风险模型与侦测机制；</p>
<p>2、监测和分析风险策略执行情况和效果，持续优化和完善风险政策；</p>
<p>3、以定量的风险评估为基础，针对不同业务场景的上线进行风险测算，并优化业务风险逻辑；</p>
<p>4、针对历史风险案件进行深度挖掘，刻画用户特征和作案链路，制定前瞻性的风控策略。</p>
<p><br></p>
<p>任职要求：</p>
<p>1、本科以上学历，统计学、数学、计量分析、计算机等相关专业，有2年或以上相关项目实践相关经验；</p>
<p>2、熟练使用SQL，至少可以使用Python、R、SAS其中一款软件进行建模或数据分析；</p>
<p>3、良好的沟通能力和表达能力，工作细致认真，能快速响应业务、政策、产品迭代需求，并积极推进多个项目的进程；</p>
<p>4、有质量甄别相关数据挖掘和分析经历的优先。</p>
        </div>"
美图公司无线产品事业部招聘,数据分析专员,5k-10k,厦门,经验1-3年,本科及以上,"<div>
        <p>工作职责：</p>
<p>-负责构建数据分析和监控体系，为产品和技术部门提供数据支持和决策依据；</p>
<p>-通过数据进行商业价值挖掘，并能够定期形成相关产品数据分析文档；</p>
<p>-把握产品数据变化并能快速定位原因；</p>
<p>-通过分析数据，不断推动相关产品提出优化策略；</p>
<p> </p>
<p>职位要求：</p>
<p>-有统计、数据挖掘等背景的优先；</p>
<p>-优秀的文档撰写表达能力和口头表述能力；</p>
<p>-对数字极其敏感，做事严谨，有洞察力；  </p>
<p>-具有较强的数据分析和预测能力，帮助十亿美图用户改进产品体验；</p>

        </div>"
腾讯腾讯音乐招聘,SNG16-数据分析工程师（深圳）,20k-40k,深圳,经验不限,硕士及以上,"<div>
        <p></p>
<p>工作职责：</p>
<p>负责从海量用户产生的海量数据中深入统计分析，挖掘用户行为，挖掘用户属性以及个性化需求点；</p>
<p>负责应用数据挖掘，机器学习方法建立数据模型用以不断应对产品需求变化引入的实际问题；</p>
<p>负责日常平台业务运营数据挖掘分析，多维度/多模型地全面刻画业务平台的数据状态。</p>
<p>   </p>
<p></p>
<p></p>
<p>工作要求：</p>
<p>硕士及以上学历。计算机，统计，信息，数学等相关专业毕业；</p>
<p>扎实可靠的编程能力，精通C/C++/JAVA至少一门编程语言；</p>
<p>具备良好的数据分析技能及经验，能够利用数据展现深入分析实际业务问题，为业务做出可靠引导；</p>
<p>2年及以上相关工作经验，具备扎实丰富的实际大规模数据分析建模工作经验；</p>
<p>2年及以上大规模分布式数据存储与计算开发经验，熟悉Hadoop生态相关技术；</p>
<p>沟通能力佳，抗压能力强，表达能力出众者优先。</p>
        </div>"
焦易网运营招聘,数据分析师,18K-25K,北京,经验不限,学历不限,"<div>
        <p> 1、结合产品特点，对产品版本迭代优化结果，进行数据监控与跟踪；并建立过程指标与预警机制，如发现异常快速定位问题原因； 2、针对产品运营活动展开数据分析，对拉新、激活、留存、流失、召回等进行跟踪与分析，并给出优化运营策略； 3、建立用户增长模型，对流量增长及结合产品创新落地有丰富的落地经验，能指导公司流量增长； 4、具有较强的主动性，能够根据业务现状主动发现问题，形成有效的数据分析方案，推动数据分析结果的应用落地； 5、优化部门内外数据分析工作流程，并能指导团队新人。 岗位要求： 3年以上互联网流量获取及游戏、社交、电商等行业分析经验；深入理解流量增长模型，及有较强推动力经验者优先； 具备一定团队培养经验，对产品有一定想法和判断、有较强的创新及抗压能力； 熟悉Python、熟练掌握SQL、有HIVE使用经验者优先，统计基础知识扎实，熟练使用SPSS、R等数据挖掘工具，对回归、聚类、判别等算法有一定经验； 具备敏锐的洞察、分析能力，有严谨客观的分析态度和良好的沟通表达能力、具备时间管理能力。 对新鲜事物较为敏锐，如有社交产品及微信小程序分析经验者优先考虑; 对增长黑客模型有深刻认知并实践者优先考虑；</p>
        </div>"
小米小米金服招聘,数据分析师,20k-30k,北京,经验1-3年,本科及以上,"<div>
        <p>数据分析师</p>
<p> </p>
<p>职位介绍：</p>
<p>1、金服业务是公司大力发展的业务，该职位会参与搭建金服业务的用户体系；</p>
<p>2、基于海量用户数据基础上，进行用户画像、价值挖掘等。</p>
<p> </p>
<p>岗位职责：</p>
<p>1、负责数据模型的建立、研发和管理，运用量化分析和机器学习等方法解决问题；</p>
<p>2、结合业务场景深入研究风控、用户价值挖掘等相关问题；</p>
<p>3、负责业务指标的设计、优化和跟踪分析，协助部门完善特征库。</p>
<p> </p>
<p>技能要求:</p>
<p>1、统计学、计算机科学、数学或相关专业硕士及以上学历；</p>
<p>2、具有扎实的机器学习理论基础，1~3年及以上大规模数据挖掘、统计建模实践经验；</p>
<p>3、熟练使用Python或R，熟练掌握SQL和Linux基本操作，熟悉Spark、Hadoop等分布式技术；</p>
<p>4、具有良好的逻辑思维能力和分析能力，能够基于对业务的深入理解，从数据中探查和解决问题；</p>
<p>5、有反欺诈、反作弊、风险量化、信用评估等相关领域研究或实践经验优先；</p>
<p>6、具备良好的团队管理和沟通合作能力，对新技术有强烈求知欲。</p>

        </div>"
众禄基金数据分析中心招聘,数据分析师,10k-20k,深圳,经验1-3年,大专及以上,"<div>
        <p>岗位职责:</p>
<p><br></p>
<p>1、与业务部门保持密切沟通合作，掌握业务和产品动态和规划 </p>
<p>2、负责给定业务的分析工作，梳理并持续优化分析体系，为产品和运营的决策提供支持 ；</p>
<p>3、通过对海量数据的分析挖掘，提取用户特征、行为轨迹、及变动趋势 ；</p>
<p>4、根据具体业务需求，推动从数据采集到分析汇报的全流程，监控关键指标 ；</p>
<p>5、建立分析模型，应用统计分析、数据挖掘方法解决业务部门的实际需求 ；</p>
<p>7、数据挖掘工作，从网站运营、营销传播、用户分析等方向提供数据分析服务，并根据分析结果提出决策建议 ；</p>
<p>8、响应并管理业务部门的其他数据分析需求，协调相关部门推动分析项目的高效完成 。</p>
<p><br></p>
<p>任职资格：</p>
<p><br></p>
<p>1、两年以上相关工作经验；扎实的统计学、数据挖掘理论基础 ；</p>
<p>2、具有良好的商业敏感度和优秀的数据分析技能，能够开发创新而实际的分析方法以解决复杂的问题；</p>
<p>3、有互联网数据分析、运营优化相关背景；有网站用户行为研究和数据挖掘经验者优先；</p>
<p>4、熟练使用至少一种数据分析工具。</p>
<p>5、具有较强结构化思维、逻辑思维能力，对数据敏感，具备优秀的信息整合和分析能力，能够形成清晰的业务观点和前瞻判断。</p>

        </div>"
vivo软件部招聘,软件大数据分析工程师,20k-40k,深圳,经验1-3年,本科及以上,"<div>
        <p>岗位职责：</p>
<p>1、负责用户数据的埋点开发</p>
<p>2、负责数据后台的搭建与数据提取</p>
<p>3、负责数据界面可视化的工作</p>
<p><br></p>
<p>任职要求：</p>
<p>1、本科或以上学历，计算机、通信电子相关专业，两年以上工作经验</p>
<p>2、有较强的程序代码开发能力和架构能力，扎实的Java/c基础</p>
<p>3、学习能力强，具有较强的沟通能力及团队合作精神，富有大胆创新精神，勇于探索、善于突破难关。</p>
<p>4、有安卓开发经验，perl、python脚本编写经验，web前端开发经验或熟悉hive架构使用经验者优先</p>

        </div>"
美团点评技术数据部招聘,高级数据分析师,15k-30k,北京,经验3-5年,硕士及以上,"<div>
        <p>【数据分析专家】<br>岗位职责：<br>1、高层战略决策支持。<br>2、搭建公司级数据分析体系和框架，以及基础模型。<br>3、专题分析，通过对海量数据的深入分析，建模，挖掘，提供有价值的业务洞察和剖析报告。<br>4、O2O行业大数据研究和探索。<br>岗位要求：<br>1、统计、数学、信息技术相关专业硕士以上学历，4年以上互联网相关工作经验。<br>2、有丰富的数据分析、挖掘经验，有成熟的问题分析方法论，并能灵活运用于实践，有独立编写商家分析报告的经验 <br>3、出色的沟通和团队协助能力，强烈的责任心，乐于主动推进解决各种难题<br>4、了解互联网趋势及其发展，热爱大数据。</p>

        </div>"
美图公司大数据招聘,数据分析师,8k-16k,厦门,经验1-3年,本科及以上,"<div>
        <p class=""""><strong><span class="""">主要职责</span></strong></p>
<ul class="" list-paddingleft-2"">
 <li><p><span class="""">深入了解业务，运用多种数据源进行组合分析、挖掘和建模，为业务决策及时、有效地提供参考；</span></p></li>
 <li><p><span class="""">协助产品及市场团队进行数据分析，提供数据支持；</span></p></li>
 <li><p><span class="""">基于业务发展要求，推动技术团队开发自动化的数据分析解决方案；</span></p></li>
</ul>
<p class=""""><strong><span class=""""> </span></strong></p>
<p class=""""><strong><span class="""">经验要求</span></strong></p>
<ul class="" list-paddingleft-2"">
 <li><p><span class="""">全日制本科及以上学历，计算机、统计及其相关专业优先；</span></p></li>
 <li><p><span class="""">具备数据处理、分析经验，熟练使用</span><span class="""">SQL</span><span class="""">，了解</span><span class="""">Hadoop</span><span class="""">相关技术；</span></p></li>
 <li><p><span class="""">具备数据挖掘、建模能力，有python、R、Java等编程经验者优先；</span></p></li>
 <li><p><span class="""">善于结合产品需求思考和发掘数据中的规律和趋势，对数据分析中遇到的问题有好奇心，善于创造性的思考和解决；</span></p></li>
 <li><p><span class="""">有优秀的口头、书面表达能力，高度的责任心和诚信的品质。</span></p></li>
</ul>

        </div>"
森马电商数据部招聘,高级数据分析师,10k-20k,杭州,经验3-5年,本科及以上,"<div>
        <p>岗位职责：<br></p>
<p>1、熟悉电商业务，收集整理业务需求，建立核心指标监测体系和预警体系； </p>
<p>2、分析公司用户行为，善于归纳、跟踪用户行为，进行数据分析和挖掘价值； </p>
<p>3、理解业务方向和战略，建立数据模型，为运营、会员、产品等方面提供决策支持； </p>
<p>4、梳理数据需求，并进行相关数据规划，推动技术实现报表及分析的自动化。 </p>
<p><br></p>
<p>任职要求： </p>
<p>1、本科及以上学历，统计学、数学、计算机等相关专业本科及以上学历，至少1年及以上数据分析经验； </p>
<p>2、熟悉Mysql或Oracle数据库,能熟练运用R或SPSS等工具进行数据建模； </p>
<p>3、工作积极主动，富有团队精神，乐于与他人协作，执行力强。</p>
        </div>"
链家上海研发中心数据分析部招聘,数据分析师,12k-20k,上海,经验3-5年,本科及以上,"<div>
        <p>岗位职责：</p>
<p>1.能够基于数据分析得到有价值的信息，为业务发展提供策略和建议；</p>
<p>2.定期追踪业绩及其他关键业务指标情况，洞察到业务动作，提供决策基础；</p>
<p>3.配合公司营运项目需求，及时提交分析报告；</p>
<p>4.协助各业务部门完成数据整理、分析与利用，及时提供支持方面的工作；</p>
<p>任职要求：</p>
<p>1．有地产或互联网相关行业工作经验，对数据化管理有一定的理解；</p>
<p>2．良好的数据敏感度与逻辑分析能力，能进行深度的数据信息汇总分析，提炼出有利于公司营运决策的信息；</p>
<p>3．熟练操作excel，常规函数、数据透视表、图表制作等，可以用ppt撰写分析报告；</p>
<p>4．熟练应用SPSS、Eviews软件或其他统计分析软件；</p>
<p>5．了解至少一种数据库软件，能通过sql完成常规取数；</p>
<p>6．具有良好的学习、领悟能力，善于沟通协调。</p>

        </div>"
马上金融数据风控中心招聘,数据分析师,15k-30k,北京,经验1-3年,本科及以上,"<div>
        <p>岗位职责：</p>
<p>1、参与可视化监控需求分析；</p>
<p>2、协助完成数据梳理、数据前端展示；</p>
<p>3、协助完成报表开发（可视化报表+传统报表）；</p>
<p>4、监控并分析相关KPI指标，导出结果报告；</p>
<p> </p>
<p>任职要求：</p>
<p>1、至少掌握python或R其中一门语言；</p>
<p>2、能够熟练地使用SQL；</p>
<p>3、参与过较完整的数据采集、整理、分析和建模工作；</p>

        </div>"
益芯金融风险政策部招聘,数据分析师,6k-10k,上海,经验不限,本科及以上,"<div>
        <p>1、协助数据分析师分析中间数据建设；<br>2、建立业务分析报表；<br>3、协助数据分析师进行专项业务分析；<br>4、领导交办的其他事项。</p>
        </div>"
vivo互联网软件二部招聘,大数据分析师,25k-50k,深圳,经验5-10年,本科及以上,"<div>
        <p>岗位职责：<br></p>
<p>1、负责业务数据统计、分析、挖掘工作；</p>
<p>2、负责大数据数据分析和挖掘平台的规划、开发、运营和优化；</p>
<p>3、为公司项目提供数据支持，数据决策分析，辅助项目迭代。</p>
<p>任职要求：</p>
<p>1、本科及以上学历，5年以上大数据分析工作经验；</p>
<p>2、熟悉Linux/Unix系统，了解python、shell等脚本语言；</p>
<p>3、有数据建模、分布式数据挖掘项目经验；</p>
<p>4、根据项目设计开发数据模型、数据挖掘和处理算法；通过数据探索和模型的输出进行分析，给出分析结果；</p>
<p>5、熟悉常用的统计方法如：线性回归、逻辑回归、实验设计、聚类、分群等，熟悉主流统计分析软件，数据挖掘的常用算法，能够进行海量数据处理和挖掘；</p>
<p>6、Hadoop/MR、Hive、SPARK或其它并行计算架构1年以上实践经验。</p>
        </div>"
美团点评技术工程及基础数据平台招聘,数据分析专家,20k-40k,北京,经验3-5年,硕士及以上,"<div>
        <p>岗位职责：<br>1、高层战略决策支持。<br>2、搭建公司级数据分析体系和框架，以及基础模型。<br>3、专题分析，通过对海量数据的深入分析，建模，挖掘，提供有价值的业务洞察和剖析报告。<br>4、O2O行业大数据研究和探索。<br>岗位要求：<br>1、统计、数学、信息技术相关专业硕士以上学历，4年以上互联网相关工作经验。<br>2、有丰富的数据分析、挖掘经验，有成熟的问题分析方法论，并能灵活运用于实践，有独立编写商家分析报告的经验 <br>3、出色的沟通和团队协助能力，强烈的责任心，乐于主动推进解决各种难题<br>4、了解互联网趋势及其发展，热爱大数据。 <br></p>

        </div>"
链家上海研发中心招聘,数据分析师,10k-19k,上海,经验1-3年,硕士及以上,"<div>
        <p>职责描述：<br>1、 支持数据服务项目的执行，参与处理并分析互联网运营数据、网络用户行为数据、或网络广告和营销推广数据，并承担数据分析报告撰写<br>2、 研究和分析互联网用户行为，以及网络营销和网络广告数据，建立数据分析方法和模型；<br>3、 负责客户对定制数据的需求，参与数据数理，建立算法支持和解决方案，提供算法说明文档；<br>4、 对数据进行定期检验，保证数据的准确性、稳定性、全面性；监测和追踪数据异常波动；负责建立和优化公司的互联网数据字典</p>
<p><br>职位要求：<br>1、统计学、数学、社会学等相关专业大学本科（含）以上学历；211或985学校应届毕业生尤佳<br>2、有志于在互联网研究行业发展，具有互联网运营分析、用户行为分析或在线营销分析等经验者优先；<br>3、精通1种以上统计分析工具软件，如SPSS、SAS，熟练使用EXCEL等工具；<br>4、能使用SQL语言，进行Oracle数据库查询和计算处理；<br>5、有较强的数据敏感度和数据逻辑性；<br>6、 良好的逻辑分析能力和文档写作能力；<br>7、具备较强的工作责任心，保持较强的上进心和解决问题的能力，能够承受较大压力。</p>
        </div>"
斗米兼职产品部招聘,高级商业数据分析师,15k-25k,北京,经验3-5年,本科及以上,"<div>
        <p>职位描述：</p>
<p>    1、熟悉BI数据方案体系，建立全面的业务分析指标。</p>
<p>    2、通过数据赋能业务团队快速定位优化目标。</p>
<p>    3、支持商业变现业务发展，产出日常分析报告；并能提供对重        点业务的数据分析&amp;洞见，</p>
<p>    4、理解业务方向和战略，发现业务发展过程的问题和捕捉商业机会</p>
<p>    工作要求：</p>
<p>    1.计算机、统计、数学、信息技术等专业本科及以上学历，有互联网相关数据分析工作经历； </p>
<p>    2.具备大数据的处理能力，掌握hive、SQL等相关数据提取工具，熟练操作excel、SAS/SPSS、PPT等工具； </p>
<p>    3.良好的数据敏感度，能从海量数据提炼核心结果；有丰富的数据分析、挖掘、清洗和建模的经验； </p>
<p>    4.熟练独立编写商业数据分析报告，及时发现和分析其中隐含的变化和问题，具备良好的商业敏感度和创新意识，快速识别商业问题和机会； </p>
<p>   5.具备良好的抗压能力、沟通能力和团队精神，有独立开展分析研究项目经验。</p>
<p> </p>
<p> </p>
<p> </p>
<p> </p>

        </div>"
好未来培优总部-产品技术部招聘,高级产品运营主管（数据分析）,10k-18k,北京,经验3-5年,本科及以上,"<div>
        <p><strong>岗位职责：</strong></p>
<p>1、负责产品全国营销推广；</p>
<p>2、负责及线下大型活动策划、执行，产品包装、推广（怎么玩你来决定）；</p>
<p>3、负责全国分校、各部门协调、外部网络资源获取、商务合作；</p>
<p>4、<span class="" ueditor_underline"">负责运营、推广数据分析、挖掘</span>，指导运营推广，推动产品改进；<strong> </strong></p>
<p><strong>岗位要求：</strong></p>
<p>1、做事干脆利索，嘁哩喀喳，不能墨迹；</p>
<p>2、满脑子的营销idea；</p>
<p>3、性格外向、沟通能力极强、交际花/草潜质；</p>
<p>4、做事讲究技巧、敢闯敢拼、执行力强、咔咔咔、啪啪啪；</p>
<p>5、本科以上就行、年龄越小越好。</p>
        </div>"
乐信风险策略部招聘,风险数据分析师,12k-20k,深圳,经验3-5年,本科及以上,"<div>
        <p>岗位职责：</p>
<p>1. 熟悉风险管理相关理论知识并有丰富经验，2年以上个人消费信贷或支付反欺诈风控经验，其中1年以上交易欺诈数据分析经验。</p>
<p>2. 熟练使用SAS或SQL进行数据分析。</p>
<p>3. 具有丰富的互联网反欺诈工作经验者优先考虑。</p>
<p>4. 能够快速理解业务，具备敏锐的洞察力和规划能力。</p>
<p>5. 具有良好的团队合作能力、沟通协调能力、推动能力和较强的责任心。</p>
<p>6. 很强的多事务并发处理能力，对细节和关键事件关注的平衡能力。</p>
<p>任职要求：</p>
<p>1. 识别线上消费信贷业务、电商业务交易欺诈风险，设计业务风险相关逻辑，制定交易反欺诈防控风险策略。</p>
<p>2. 对欺诈规则进行监控、分析，并提出优化方案； </p>
<p>3. 协同业务、产品、研发一并落地并跟踪管理交易反欺诈风险政策。</p>
<p>4. 分析并评估业务运营中的欺诈风险情况，优化业务流程。</p>
        </div>"
学大教育研发中心招聘,教育行业用户研究（偏数据...,7k-12k,西安,经验不限,本科及以上,"<div>
        <p>认可我们的价值观“正直、极致”后，请往下看！</p>
<p><br></p>
<p><strong>岗位职责：</strong> </p>
<p>1、K12学生及家长相关数据信息分析和挖掘，更好的理解用户，为公司运营决策、产品开发提供数据依据和建议； </p>
<p>2、监控行业相关数据，发现其潜在关系，为持续优化产品提供数据支持及框架性建议；</p>
<p>3、配合其他业务部门的项目给予数据支持，或负责及参与跨部门项目。</p>
<p><br></p>
<p><strong>任职资格：</strong></p>
<p>1、统计、数学、信息技术、计算机等本科以上学历；三年以上相关工作经历；</p>
<p>2、掌握hive、SQL等相关数据提取工具，熟悉常用算法模型，如聚类、关联和分类等；熟练操作SAS/SPSS、Python/R等工具；</p>
<p>3、有丰富的数据分析、挖掘经验，有成熟的问题分析方法论，并能灵活运用于实践，能独立编写商业数据分析报告；</p>
<p>4、具备良好的抗压能力、沟通能力、逻辑思维能力。</p>
        </div>"
斗鱼直播研发部门招聘,资深数据分析师,15k-29k,武汉,经验3-5年,本科及以上,"<div>
        <p>职位描述：</p>
<p>1、负责不同业务线的数据分析工作，包括常规业务分析、用户行为分析、分区用户画像等，撰写专业的分析报告；</p>
<p>2、完善各业务的报表和分析体系，监控数据，跟踪分析指标的异常原因，提供解决方案；</p>
<p>3、深入理解业务和运营目的，为管理层决策和各业务策略提供有质量的数据支持，并能对数据进行业务解读；</p>
<p>4、基于业务的理解，能主动发现和识别业务问题，并转化为分析方案，推动成果落地；</p>
<p>5、优化部门内外数据分析工作流程，沉淀分析模板，并能指导团队新人，把控分析报告质量；</p>
<p>任职要求：</p>
<p>1、统计学、数学等相关专业本科及以上学历，3年以上数据分析经验，有互联网大数据分析经验优先；</p>
<p>2、熟练掌握SQL，精通Excel，PPT等办公软件，熟练使用R、SAS、Python等数据分析工具；</p>
<p>3、熟悉相关挖掘算法，掌握主流数据分析方法；</p>
<p>4、善于沟通协调，良好的数据敏感度和逻辑分析能力，有成熟的数据分析方法和思路，能独立编写商业数据分析报告；</p>
<p>5、责任心强，具备优秀的学习能力和抗压能力</p>

        </div>"
思建运营中心招聘,资深数据分析师,10k-20k,重庆,经验5-10年,本科及以上,"<div>
        <p>一、岗位职责：</p>
<p>1、从大数据中挖掘用户本质属性，并应用先进的统计建模、数据挖掘、机器学习方法建立数据模型分析用户行为和个性化需求。</p>
<p>2、提供基于用户的个性化推荐及基于UGC内容的个性化推荐方案，帮助业务部门提升用户转化率和留存；</p>
<p>3、与业务部门沟通合作，将数据模型应用于实际业务，推动业务部门的数据化运营，并通过数据分析和建模，为公司运营决策、产品方向、营销策略提供数据支持。</p>
<p>4、负责将数据算法理念演绎为通俗易懂的概念，协助开发团队进行实际的商业应用；</p>
<p>二、岗位要求：</p>
<p>1、211、985院校统计学、计算机科学、数学等相关专业本科及以上学历，</p>
<p>2、深刻理解并熟练掌握各种数据分析、挖掘模型方法和技术。</p>
<p>3、3年以上海量数据挖掘和数据分析经验，能独立构建模型，完成数据分析等工作。</p>
<p>4、具有分类，聚类，神经网络，nlp,最优化，深度学习等挖掘项目经验；</p>
<p>5、扎实的编程基础，精通至少一门编程语言，熟悉R语言优先；</p>
<p>6、具有良好的商业敏感度和优秀的数据分析技能， 能够开发创新分析方法以解决复杂的商业问题；</p>
<p>7、擅长与商业伙伴的沟通交流，具有优秀的报告解读、分析能力；</p>
<p>8、自我驱动能力较强，具有系统思考能力和创新精神；</p>
<p>9、良好的团队沟通合作能力。</p>
        </div>"
ezbuy技术部招聘,数据分析工程师,15k-25k,上海,经验3-5年,大专及以上,"<div>
        <p>【职位描述】<br></p>
<p>1. 深度理解业务，深入分析离线数据，通过数据分析结果支持业务部门做进一步的决策；</p>
<p>2. 能把一个开放性的业务大问题分解并转化为可执行的数据问题；</p>
<p>3. 能跨部门和产品、工程师、运营团队合作，一起促使一个项目的完成；</p>
<p>4. 发现后台数据系统存在的问题，与数据工程师合作进行修正，确保数据的准确性；</p>
<p><br></p>
<p>【任职资格】</p>
<p>1. 3年以上电商、网络营销数据分析岗位相关经验，熟悉电商运营的各种指标和业务场景；</p>
<p>2. 熟悉Tableau、QlikView等主流分析工具；</p>
<p>3. 熟练掌握SQL，熟悉Mongo、Redis等NO SQL存储，熟悉RedShift、Greenplum等MPP存储；</p>
<p>4. 加分项：熟悉google analytics、mixpanel、adjust、firebase等第三方tracking工具；</p>
<p>5. 加分项：有数据建模经验，熟悉go、python等至少一种服务端语言，熟悉kettle等ETL工具；</p>

        </div>"
